country,precipitation,AvMeanSurAirTemp,AvMaxSurAirTemp,AvMinSurAirTemp,longitude,latitude,group
Myanmar,2130.81,23.72,29.04,18.46,95.956223,21.913965,high incidence
Myanmar,1641.56,23.98,29.47,18.53,95.956223,21.913965,high incidence
Myanmar,1965.6,23.93,29.22,18.69,95.956223,21.913965,low incidence
Myanmar,2236.57,24.13,29.4,18.91,95.956223,21.913965,low incidence
Myanmar,2255.79,23.94,29.13,18.8,95.956223,21.913965,low incidence
Myanmar,2042.34,23.7,28.9,18.55,95.956223,21.913965,low incidence
Myanmar,1866.29,24.2,29.73,18.71,95.956223,21.913965,low incidence
Myanmar,1982.62,24.08,29.53,18.68,95.956223,21.913965,low incidence
Myanmar,1982.52,24.11,29.44,18.82,95.956223,21.913965,low incidence
Mozambique,1196.74,23.91,29.22,18.65,35.529562,-18.665695,high incidence
Mozambique,1136.27,24.18,29.59,18.82,35.529562,-18.665695,high incidence
Mozambique,856.02,24.34,29.96,18.77,35.529562,-18.665695,high incidence
Mozambique,932.89,24.45,30.02,18.93,35.529562,-18.665695,high incidence
Mozambique,1081.2,24.36,29.77,19.0,35.529562,-18.665695,high incidence
Mozambique,821.11,24.99,30.5,19.53,35.529562,-18.665695,high incidence
Mozambique,913.01,24.48,29.8,19.21,35.529562,-18.665695,high incidence
Mozambique,989.2,24.54,30.13,19.01,35.529562,-18.665695,high incidence
Mozambique,968.98,24.36,30.03,18.73,35.529562,-18.665695,high incidence
Mozambique,900.31,24.42,30.01,18.87,35.529562,-18.665695,high incidence
Mozambique,925.42,24.78,30.29,19.33,35.529562,-18.665695,high incidence
Mozambique,983.58,24.27,29.8,18.8,35.529562,-18.665695,high incidence
Mozambique,935.36,24.36,30.0,18.77,35.529562,-18.665695,high incidence
Mozambique,983.55,24.27,29.85,18.74,35.529562,-18.665695,high incidence
Mozambique,962.85,24.39,29.91,18.93,35.529562,-18.665695,high incidence
Mozambique,889.04,24.78,30.44,19.16,35.529562,-18.665695,high incidence
Mozambique,861.29,24.67,30.16,19.24,35.529562,-18.665695,high incidence
Mozambique,1145.84,24.44,29.82,19.1,35.529562,-18.665695,high incidence
Mozambique,1029.05,24.56,30.03,19.15,35.529562,-18.665695,high incidence
Mozambique,1133.58,24.81,30.3,19.37,35.529562,-18.665695,high incidence
Mozambique,865.13,24.61,29.97,19.31,35.529562,-18.665695,high incidence
Mozambique,846.65,24.53,29.95,19.17,35.529562,-18.665695,high incidence
Sao Tome and Principe,2475.43,24.44,27.58,21.34,6.613081,0.18636,high incidence
Sao Tome and Principe,2225.43,24.45,27.58,21.35,6.613081,0.18636,high incidence
Sao Tome and Principe,2543.5,24.66,27.79,21.56,6.613081,0.18636,high incidence
Sao Tome and Principe,2104.99,24.7,27.83,21.6,6.613081,0.18636,high incidence
Sao Tome and Principe,2121.25,24.46,27.59,21.37,6.613081,0.18636,high incidence
Sao Tome and Principe,1845.35,24.54,27.67,21.45,6.613081,0.18636,high incidence
Sao Tome and Principe,1949.43,24.59,27.72,21.5,6.613081,0.18636,high incidence
Sao Tome and Principe,2797.39,24.59,27.72,21.49,6.613081,0.18636,high incidence
Sao Tome and Principe,2396.04,24.44,27.58,21.35,6.613081,0.18636,high incidence
Sao Tome and Principe,2214.8,24.53,27.66,21.43,6.613081,0.18636,high incidence
Sao Tome and Principe,1842.18,24.73,27.86,21.63,6.613081,0.18636,high incidence
Sao Tome and Principe,2146.14,24.4,27.53,21.3,6.613081,0.18636,high incidence
Sao Tome and Principe,2539.81,24.48,27.61,21.38,6.613081,0.18636,high incidence
Sao Tome and Principe,2128.66,24.51,27.64,21.42,6.613081,0.18636,high incidence
Sao Tome and Principe,2099.21,24.59,27.72,21.5,6.613081,0.18636,low incidence
Sao Tome and Principe,1895.3,24.66,27.79,21.57,6.613081,0.18636,high incidence
Sao Tome and Principe,2010.07,24.76,27.89,21.66,6.613081,0.18636,high incidence
Sao Tome and Principe,2152.55,24.66,27.8,21.57,6.613081,0.18636,high incidence
Sao Tome and Principe,2309.4,24.82,27.94,21.72,6.613081,0.18636,high incidence
Sao Tome and Principe,2278.56,24.66,27.79,21.56,6.613081,0.18636,high incidence
Sao Tome and Principe,2145.55,24.72,27.85,21.62,6.613081,0.18636,low incidence
Sao Tome and Principe,2183.45,24.93,28.06,21.83,6.613081,0.18636,high incidence
Syrian Arab Republic,289.02,18.46,25.35,11.61,38.996815,34.802075,low incidence
Syrian Arab Republic,331.48,19.25,26.04,12.52,38.996815,34.802075,low incidence
Syrian Arab Republic,307.95,18.58,25.39,11.81,38.996815,34.802075,low incidence
Syrian Arab Republic,369.46,18.65,25.22,12.13,38.996815,34.802075,low incidence
Syrian Arab Republic,295.58,18.47,25.27,11.73,38.996815,34.802075,low incidence
Syrian Arab Republic,255.07,18.52,25.3,11.79,38.996815,34.802075,low incidence
Syrian Arab Republic,284.76,18.49,25.36,11.66,38.996815,34.802075,low incidence
Syrian Arab Republic,258.84,18.68,25.61,11.8,38.996815,34.802075,low incidence
Syrian Arab Republic,183.81,18.81,25.91,11.75,38.996815,34.802075,low incidence
Syrian Arab Republic,293.44,18.75,25.52,12.03,38.996815,34.802075,low incidence
Syrian Arab Republic,222.29,20.3,27.33,13.31,38.996815,34.802075,low incidence
Syrian Arab Republic,304.36,18.19,24.95,11.47,38.996815,34.802075,low incidence
Syrian Arab Republic,361.33,19.06,25.8,12.38,38.996815,34.802075,low incidence
Syrian Arab Republic,270.43,18.89,25.73,12.09,38.996815,34.802075,low incidence
Syrian Arab Republic,262.98,19.31,26.17,12.5,38.996815,34.802075,low incidence
Syrian Arab Republic,282.4,19.0,25.89,12.15,38.996815,34.802075,low incidence
Syrian Arab Republic,298.35,19.13,26.16,12.15,38.996815,34.802075,low incidence
Syrian Arab Republic,197.23,19.07,26.16,12.02,38.996815,34.802075,low incidence
Syrian Arab Republic,369.38,19.94,26.73,13.2,38.996815,34.802075,low incidence
Syrian Arab Republic,379.83,19.21,25.97,12.51,38.996815,34.802075,low incidence
Syrian Arab Republic,328.76,19.36,26.28,12.49,38.996815,34.802075,low incidence
Syrian Arab Republic,233.45,19.67,26.68,12.71,38.996815,34.802075,low incidence
Tajikistan,579.44,4.0,9.73,-1.72,71.276093,38.861034,low incidence
Tajikistan,571.87,4.28,10.12,-1.55,71.276093,38.861034,low incidence
Tajikistan,769.77,4.11,9.87,-1.64,71.276093,38.861034,low incidence
Tajikistan,855.37,3.58,8.88,-1.71,71.276093,38.861034,low incidence
Tajikistan,755.78,4.58,10.08,-0.92,71.276093,38.861034,low incidence
Tajikistan,683.85,4.03,9.59,-1.52,71.276093,38.861034,low incidence
Tajikistan,664.24,4.34,9.93,-1.23,71.276093,38.861034,low incidence
Tajikistan,623.49,4.39,10.2,-1.41,71.276093,38.861034,low incidence
Tajikistan,577.36,4.05,9.72,-1.6,71.276093,38.861034,low incidence
Tajikistan,759.21,4.05,9.67,-1.57,71.276093,38.861034,low incidence
Tajikistan,718.11,4.34,9.96,-1.27,71.276093,38.861034,low incidence
Tajikistan,674.72,3.95,9.4,-1.49,71.276093,38.861034,low incidence
Tajikistan,677.51,3.28,8.84,-2.27,71.276093,38.861034,low incidence
Tajikistan,642.54,4.43,10.13,-1.24,71.276093,38.861034,low incidence
Tajikistan,641.24,3.64,9.24,-1.96,71.276093,38.861034,low incidence
Tajikistan,771.67,4.32,9.67,-1.03,71.276093,38.861034,low incidence
Tajikistan,780.52,4.65,10.3,-0.99,71.276093,38.861034,low incidence
Tajikistan,635.35,4.09,9.76,-1.56,71.276093,38.861034,low incidence
Tajikistan,563.26,4.4,10.02,-1.21,71.276093,38.861034,low incidence
Tajikistan,694.49,4.32,9.8,-1.16,71.276093,38.861034,low incidence
Ethiopia,857.49,23.15,30.06,16.29,40.489673,9.145,high incidence
Ethiopia,814.17,23.29,30.15,16.48,40.489673,9.145,high incidence
Ethiopia,736.92,23.73,30.57,16.93,40.489673,9.145,high incidence
Ethiopia,781.84,23.46,30.23,16.74,40.489673,9.145,high incidence
Ethiopia,821.35,23.41,30.24,16.63,40.489673,9.145,high incidence
Ethiopia,857.95,23.5,30.23,16.82,40.489673,9.145,high incidence
Ethiopia,875.58,23.42,30.04,16.85,40.489673,9.145,high incidence
Ethiopia,853.8,23.32,29.95,16.74,40.489673,9.145,high incidence
Ethiopia,850.65,23.25,30.03,16.51,40.489673,9.145,high incidence
Ethiopia,769.28,23.96,30.6,17.36,40.489673,9.145,high incidence
Ethiopia,858.65,23.68,30.16,17.25,40.489673,9.145,high incidence
Ethiopia,833.97,23.57,30.19,17.0,40.489673,9.145,high incidence
Ethiopia,859.87,23.39,30.1,16.72,40.489673,9.145,high incidence
Ethiopia,916.63,23.74,30.45,17.08,40.489673,9.145,high incidence
Ethiopia,920.93,23.51,30.17,16.9,40.489673,9.145,high incidence
Ethiopia,839.14,23.94,30.72,17.21,40.489673,9.145,high incidence
Ethiopia,921.59,23.92,30.44,17.46,40.489673,9.145,high incidence
Ethiopia,940.61,23.64,30.26,17.06,40.489673,9.145,high incidence
Ethiopia,904.53,23.26,29.98,16.59,40.489673,9.145,high incidence
Ethiopia,1008.31,23.42,30.11,16.78,40.489673,9.145,high incidence
Ethiopia,918.3,23.35,29.85,16.9,40.489673,9.145,high incidence
Ethiopia,923.57,23.41,30.07,16.79,40.489673,9.145,high incidence
Saudi Arabia,94.58,25.75,32.81,18.74,45.079162,23.885942,low incidence
Saudi Arabia,99.35,26.09,33.18,19.04,45.079162,23.885942,low incidence
Saudi Arabia,109.4,25.96,33.01,18.95,45.079162,23.885942,low incidence
Saudi Arabia,88.44,26.03,33.04,19.08,45.079162,23.885942,low incidence
Saudi Arabia,97.68,25.86,32.94,18.84,45.079162,23.885942,low incidence
Saudi Arabia,90.7,25.8,32.82,18.83,45.079162,23.885942,low incidence
Saudi Arabia,94.13,25.93,32.91,19.0,45.079162,23.885942,low incidence
Saudi Arabia,95.12,25.99,33.01,19.03,45.079162,23.885942,low incidence
Saudi Arabia,91.79,25.92,32.97,18.93,45.079162,23.885942,low incidence
Saudi Arabia,84.31,26.22,33.2,19.29,45.079162,23.885942,low incidence
Saudi Arabia,90.15,26.96,33.99,19.97,45.079162,23.885942,low incidence
Saudi Arabia,96.01,25.88,32.83,18.98,45.079162,23.885942,low incidence
Saudi Arabia,99.46,26.21,33.16,19.31,45.079162,23.885942,low incidence
Saudi Arabia,99.69,25.88,32.89,18.91,45.079162,23.885942,low incidence
Saudi Arabia,97.14,26.17,33.25,19.15,45.079162,23.885942,low incidence
Saudi Arabia,91.66,26.39,33.48,19.35,45.079162,23.885942,low incidence
Saudi Arabia,94.74,26.36,33.44,19.33,45.079162,23.885942,low incidence
Saudi Arabia,98.39,26.37,33.47,19.31,45.079162,23.885942,low incidence
Saudi Arabia,106.0,26.6,33.67,19.59,45.079162,23.885942,low incidence
Saudi Arabia,112.93,26.36,33.43,19.35,45.079162,23.885942,low incidence
Saudi Arabia,101.76,26.21,33.25,19.23,45.079162,23.885942,low incidence
Saudi Arabia,85.72,26.8,33.92,19.73,45.079162,23.885942,low incidence
Senegal,722.54,28.59,35.8,21.43,-14.452362,14.497401,high incidence
Senegal,636.26,29.03,36.37,21.75,-14.452362,14.497401,high incidence
Senegal,491.55,29.02,36.28,21.81,-14.452362,14.497401,high incidence
Senegal,837.22,28.94,36.13,21.8,-14.452362,14.497401,high incidence
Senegal,640.72,29.02,36.37,21.72,-14.452362,14.497401,high incidence
Senegal,894.67,29.17,36.49,21.9,-14.452362,14.497401,high incidence
Senegal,701.26,28.93,36.32,21.58,-14.452362,14.497401,high incidence
Senegal,658.82,28.95,36.35,21.59,-14.452362,14.497401,high incidence
Senegal,832.47,28.96,36.33,21.64,-14.452362,14.497401,high incidence
Senegal,814.05,28.63,35.94,21.37,-14.452362,14.497401,high incidence
Senegal,924.34,29.43,36.77,22.14,-14.452362,14.497401,high incidence
Senegal,652.7,28.9,36.4,21.46,-14.452362,14.497401,high incidence
Senegal,888.79,28.81,36.05,21.62,-14.452362,14.497401,high incidence
Senegal,758.83,28.99,36.22,21.8,-14.452362,14.497401,high incidence
Senegal,659.45,28.9,36.15,21.7,-14.452362,14.497401,high incidence
Senegal,742.55,29.14,36.42,21.91,-14.452362,14.497401,high incidence
Senegal,737.44,29.33,36.64,22.07,-14.452362,14.497401,high incidence
Senegal,740.24,29.34,36.78,21.96,-14.452362,14.497401,high incidence
Senegal,686.7,28.82,36.13,21.56,-14.452362,14.497401,high incidence
Senegal,710.87,28.82,36.2,21.49,-14.452362,14.497401,high incidence
Senegal,779.85,29.55,36.95,22.2,-14.452362,14.497401,high incidence
Senegal,731.46,29.62,36.9,22.39,-14.452362,14.497401,high incidence
Afghanistan,240.08,13.46,20.85,6.12,67.709953,33.93911,high incidence
Afghanistan,232.52,13.8,21.37,6.25,67.709953,33.93911,high incidence
Afghanistan,312.04,13.61,21.05,6.2,67.709953,33.93911,high incidence
Afghanistan,343.67,13.11,20.26,6.0,67.709953,33.93911,high incidence
Afghanistan,312.45,13.87,21.18,6.59,67.709953,33.93911,high incidence
Afghanistan,373.57,13.14,20.41,5.9,67.709953,33.93911,high incidence
Afghanistan,348.85,13.89,21.22,6.61,67.709953,33.93911,high incidence
Afghanistan,321.1,13.48,20.82,6.17,67.709953,33.93911,high incidence
Afghanistan,290.16,13.63,20.91,6.37,67.709953,33.93911,high incidence
Afghanistan,390.29,13.68,20.83,6.56,67.709953,33.93911,high incidence
Afghanistan,296.91,14.01,21.49,6.56,67.709953,33.93911,high incidence
Afghanistan,321.96,13.55,20.7,6.43,67.709953,33.93911,high incidence
Afghanistan,374.57,12.92,20.14,5.73,67.709953,33.93911,low incidence
Afghanistan,367.37,13.89,21.15,6.66,67.709953,33.93911,high incidence
Afghanistan,303.32,13.33,20.6,6.1,67.709953,33.93911,high incidence
Afghanistan,406.96,13.66,20.68,6.67,67.709953,33.93911,high incidence
Afghanistan,373.35,14.19,21.44,6.97,67.709953,33.93911,high incidence
Afghanistan,297.65,13.82,21.15,6.53,67.709953,33.93911,high incidence
Afghanistan,272.3,14.25,21.46,7.06,67.709953,33.93911,high incidence
Afghanistan,394.8,13.58,20.65,6.55,67.709953,33.93911,high incidence
Afghanistan,398.2,12.91,20.01,5.84,67.709953,33.93911,low incidence
Afghanistan,217.52,14.28,21.89,6.71,67.709953,33.93911,low incidence
Algeria,60.79,23.57,30.84,16.34,1.659626,28.033886,low incidence
Algeria,68.06,23.83,31.29,16.42,1.659626,28.033886,low incidence
Algeria,71.21,23.72,30.94,16.55,1.659626,28.033886,low incidence
Algeria,107.72,23.84,31.01,16.71,1.659626,28.033886,low incidence
Algeria,97.67,23.56,30.73,16.43,1.659626,28.033886,low incidence
Algeria,73.31,23.58,30.77,16.43,1.659626,28.033886,low incidence
Algeria,93.24,23.74,31.07,16.47,1.659626,28.033886,low incidence
Algeria,90.24,23.58,31.02,16.2,1.659626,28.033886,low incidence
Algeria,83.53,23.43,30.79,16.12,1.659626,28.033886,low incidence
Algeria,93.89,23.87,31.26,16.53,1.659626,28.033886,low incidence
Algeria,95.86,24.09,31.49,16.75,1.659626,28.033886,low incidence
Algeria,97.61,23.78,30.94,16.67,1.659626,28.033886,low incidence
Algeria,86.41,23.74,30.95,16.59,1.659626,28.033886,low incidence
Algeria,89.82,23.48,30.89,16.13,1.659626,28.033886,low incidence
Algeria,77.52,23.92,31.17,16.72,1.659626,28.033886,low incidence
Algeria,80.02,23.79,30.95,16.68,1.659626,28.033886,low incidence
Algeria,69.56,23.99,31.29,16.74,1.659626,28.033886,low incidence
Algeria,78.31,23.86,31.15,16.62,1.659626,28.033886,low incidence
Algeria,95.1,23.5,30.76,16.28,1.659626,28.033886,low incidence
Algeria,78.64,23.65,31.03,16.33,1.659626,28.033886,low incidence
Algeria,60.66,23.78,30.97,16.65,1.659626,28.033886,low incidence
Algeria,61.96,23.92,31.2,16.7,1.659626,28.033886,low incidence
Eritrea,257.75,26.44,33.07,19.87,39.782334,15.179384,high incidence
Eritrea,275.85,26.58,33.2,20.0,39.782334,15.179384,high incidence
Eritrea,252.27,26.93,33.55,20.35,39.782334,15.179384,high incidence
Eritrea,313.48,26.64,33.24,20.09,39.782334,15.179384,high incidence
Eritrea,223.91,26.54,33.21,19.92,39.782334,15.179384,low incidence
Eritrea,308.39,26.81,33.38,20.29,39.782334,15.179384,low incidence
Eritrea,281.03,26.51,33.05,20.02,39.782334,15.179384,low incidence
Eritrea,304.37,26.42,32.92,19.97,39.782334,15.179384,high incidence
Eritrea,249.88,26.59,33.15,20.07,39.782334,15.179384,low incidence
Eritrea,212.92,27.23,33.75,20.77,39.782334,15.179384,low incidence
Eritrea,278.65,27.38,33.84,20.98,39.782334,15.179384,high incidence
Eritrea,215.95,26.77,33.3,20.3,39.782334,15.179384,high incidence
Eritrea,198.83,26.94,33.48,20.45,39.782334,15.179384,high incidence
Eritrea,274.25,27.04,33.61,20.52,39.782334,15.179384,high incidence
Eritrea,304.78,26.7,33.08,20.37,39.782334,15.179384,high incidence
Eritrea,258.87,27.25,33.78,20.76,39.782334,15.179384,high incidence
Eritrea,325.59,27.26,33.6,20.97,39.782334,15.179384,high incidence
Eritrea,239.46,27.07,33.5,20.68,39.782334,15.179384,high incidence
Eritrea,346.42,26.91,33.57,20.3,39.782334,15.179384,high incidence
Eritrea,312.55,26.68,33.35,20.07,39.782334,15.179384,high incidence
Eritrea,324.54,26.36,32.88,19.89,39.782334,15.179384,high incidence
Eritrea,329.5,26.88,33.47,20.33,39.782334,15.179384,high incidence
Equatorial Guinea,2547.48,24.47,28.33,20.67,10.267895,1.650801,high incidence
Equatorial Guinea,2656.66,24.55,28.39,20.75,10.267895,1.650801,high incidence
Equatorial Guinea,2866.41,24.77,28.62,20.98,10.267895,1.650801,high incidence
Equatorial Guinea,2685.13,24.77,28.61,20.97,10.267895,1.650801,high incidence
Equatorial Guinea,2643.88,24.76,28.61,20.96,10.267895,1.650801,high incidence
Equatorial Guinea,2009.13,24.72,28.56,20.92,10.267895,1.650801,high incidence
Equatorial Guinea,2288.7,24.76,28.61,20.97,10.267895,1.650801,high incidence
Equatorial Guinea,3538.99,24.74,28.58,20.94,10.267895,1.650801,high incidence
Equatorial Guinea,2659.68,24.56,28.41,20.76,10.267895,1.650801,high incidence
Equatorial Guinea,2345.11,24.7,28.55,20.91,10.267895,1.650801,high incidence
Equatorial Guinea,2134.8,24.92,28.77,21.13,10.267895,1.650801,high incidence
Equatorial Guinea,2266.52,24.58,28.43,20.78,10.267895,1.650801,high incidence
Equatorial Guinea,2913.49,24.64,28.49,20.84,10.267895,1.650801,high incidence
Equatorial Guinea,2310.02,24.65,28.5,20.86,10.267895,1.650801,high incidence
Equatorial Guinea,2315.29,24.68,28.53,20.89,10.267895,1.650801,high incidence
Equatorial Guinea,1812.62,24.87,28.72,21.07,10.267895,1.650801,high incidence
Equatorial Guinea,2290.71,25.06,28.91,21.26,10.267895,1.650801,high incidence
Equatorial Guinea,2397.81,24.82,28.67,21.02,10.267895,1.650801,high incidence
Equatorial Guinea,2534.35,24.94,28.79,21.14,10.267895,1.650801,high incidence
Equatorial Guinea,2668.56,24.83,28.68,21.03,10.267895,1.650801,high incidence
Equatorial Guinea,2289.22,25.08,28.93,21.28,10.267895,1.650801,high incidence
Equatorial Guinea,2473.72,25.08,28.93,21.28,10.267895,1.650801,high incidence
Burundi,1075.64,20.59,26.87,14.36,29.918886,-3.373056,high incidence
Burundi,1374.14,20.58,26.55,14.65,29.918886,-3.373056,high incidence
Burundi,1266.62,20.84,26.8,14.93,29.918886,-3.373056,high incidence
Burundi,1246.38,20.94,27.12,14.81,29.918886,-3.373056,high incidence
Burundi,963.79,20.49,26.47,14.57,29.918886,-3.373056,high incidence
Burundi,1056.85,20.69,26.85,14.6,29.918886,-3.373056,high incidence
Burundi,1358.33,20.46,26.44,14.52,29.918886,-3.373056,high incidence
Burundi,1269.48,20.48,26.6,14.41,29.918886,-3.373056,high incidence
Burundi,1186.67,20.3,26.45,14.2,29.918886,-3.373056,high incidence
Burundi,1215.16,20.75,26.78,14.76,29.918886,-3.373056,high incidence
Burundi,1283.04,20.84,27.07,14.65,29.918886,-3.373056,high incidence
Burundi,1497.03,20.34,26.33,14.39,29.918886,-3.373056,high incidence
Burundi,969.16,20.35,26.49,14.27,29.918886,-3.373056,high incidence
Burundi,1244.55,20.55,26.68,14.47,29.918886,-3.373056,high incidence
Burundi,1231.89,20.34,26.1,14.64,29.918886,-3.373056,high incidence
Burundi,1254.6,20.44,26.28,14.65,29.918886,-3.373056,high incidence
Burundi,1292.9,20.66,26.61,14.76,29.918886,-3.373056,high incidence
Burundi,1143.4,20.88,26.79,15.03,29.918886,-3.373056,high incidence
Burundi,1198.4,20.38,26.24,14.57,29.918886,-3.373056,high incidence
Burundi,1330.26,20.61,26.53,14.77,29.918886,-3.373056,high incidence
Burundi,1449.11,20.42,26.06,14.84,29.918886,-3.373056,high incidence
Burundi,1286.5,20.51,26.45,14.62,29.918886,-3.373056,high incidence
Burkina Faso,714.73,29.06,35.46,22.72,-1.561593,12.238333,high incidence
Burkina Faso,749.26,29.19,35.67,22.77,-1.561593,12.238333,high incidence
Burkina Faso,690.37,29.47,35.75,23.24,-1.561593,12.238333,high incidence
Burkina Faso,935.59,29.34,35.61,23.12,-1.561593,12.238333,high incidence
Burkina Faso,752.75,29.41,35.63,23.25,-1.561593,12.238333,high incidence
Burkina Faso,822.76,29.64,35.71,23.63,-1.561593,12.238333,high incidence
Burkina Faso,793.02,29.29,35.6,23.04,-1.561593,12.238333,high incidence
Burkina Faso,875.58,29.38,35.63,23.19,-1.561593,12.238333,high incidence
Burkina Faso,830.84,28.89,35.2,22.64,-1.561593,12.238333,high incidence
Burkina Faso,872.17,29.55,35.76,23.4,-1.561593,12.238333,high incidence
Burkina Faso,898.43,29.61,35.84,23.42,-1.561593,12.238333,high incidence
Burkina Faso,735.4,29.5,35.81,23.25,-1.561593,12.238333,high incidence
Burkina Faso,921.93,29.15,35.19,23.16,-1.561593,12.238333,high incidence
Burkina Faso,798.85,29.31,35.6,23.08,-1.561593,12.238333,high incidence
Burkina Faso,860.92,29.43,35.53,23.37,-1.561593,12.238333,high incidence
Burkina Faso,818.13,29.42,35.6,23.28,-1.561593,12.238333,high incidence
Burkina Faso,913.54,29.68,35.75,23.66,-1.561593,12.238333,high incidence
Burkina Faso,807.16,29.52,35.74,23.35,-1.561593,12.238333,high incidence
Burkina Faso,927.99,29.55,35.58,23.57,-1.561593,12.238333,high incidence
Burkina Faso,919.41,29.29,35.52,23.11,-1.561593,12.238333,high incidence
Burkina Faso,948.45,29.63,35.77,23.54,-1.561593,12.238333,high incidence
Burkina Faso,840.51,30.01,36.26,23.82,-1.561593,12.238333,high incidence
Mauritania,108.16,28.6,35.18,22.07,-10.940835,21.00789,high incidence
Mauritania,100.59,29.12,35.82,22.47,-10.940835,21.00789,high incidence
Mauritania,93.25,29.01,35.72,22.35,-10.940835,21.00789,high incidence
Mauritania,133.61,28.89,35.54,22.29,-10.940835,21.00789,high incidence
Mauritania,112.74,28.87,35.59,22.2,-10.940835,21.00789,high incidence
Mauritania,118.47,29.15,35.8,22.54,-10.940835,21.00789,high incidence
Mauritania,96.66,28.92,35.68,22.21,-10.940835,21.00789,high incidence
Mauritania,103.96,28.92,35.67,22.21,-10.940835,21.00789,high incidence
Mauritania,129.48,28.83,35.54,22.18,-10.940835,21.00789,high incidence
Mauritania,119.29,28.83,35.49,22.22,-10.940835,21.00789,high incidence
Mauritania,149.54,29.48,36.21,22.79,-10.940835,21.00789,high incidence
Mauritania,98.48,28.94,35.74,22.18,-10.940835,21.00789,high incidence
Mauritania,126.56,28.64,35.33,21.99,-10.940835,21.00789,high incidence
Mauritania,123.77,29.1,35.85,22.4,-10.940835,21.00789,high incidence
Mauritania,105.1,28.8,35.54,22.12,-10.940835,21.00789,high incidence
Mauritania,125.52,29.05,35.77,22.39,-10.940835,21.00789,high incidence
Mauritania,109.1,29.12,35.85,22.44,-10.940835,21.00789,high incidence
Mauritania,97.48,29.1,35.88,22.37,-10.940835,21.00789,high incidence
Mauritania,111.69,28.61,35.3,21.97,-10.940835,21.00789,high incidence
Mauritania,107.66,28.67,35.43,21.97,-10.940835,21.00789,high incidence
Mauritania,128.06,29.11,35.89,22.38,-10.940835,21.00789,high incidence
Mauritania,113.04,29.3,36.03,22.62,-10.940835,21.00789,high incidence
Mauritius,1940.94,23.7,27.34,20.12,57.552152,-20.348404,low incidence
Mali,297.88,29.07,36.2,21.98,-3.996166,17.570692,high incidence
Mali,302.61,29.22,36.47,22.03,-3.996166,17.570692,high incidence
Mali,264.62,29.45,36.52,22.43,-3.996166,17.570692,high incidence
Mali,375.61,29.38,36.53,22.27,-3.996166,17.570692,high incidence
Mali,321.67,29.45,36.56,22.39,-3.996166,17.570692,high incidence
Mali,325.46,29.53,36.55,22.56,-3.996166,17.570692,high incidence
Mali,321.61,29.17,36.35,22.05,-3.996166,17.570692,high incidence
Mali,311.88,29.3,36.47,22.17,-3.996166,17.570692,high incidence
Mali,349.28,28.89,36.08,21.74,-3.996166,17.570692,high incidence
Mali,335.25,29.5,36.64,22.4,-3.996166,17.570692,high incidence
Mali,396.67,29.75,36.91,22.63,-3.996166,17.570692,high incidence
Mali,294.16,29.49,36.75,22.28,-3.996166,17.570692,high incidence
Mali,365.1,29.01,36.02,22.06,-3.996166,17.570692,high incidence
Mali,336.91,29.24,36.38,22.15,-3.996166,17.570692,high incidence
Mali,328.69,29.25,36.34,22.21,-3.996166,17.570692,high incidence
Mali,335.73,29.25,36.34,22.21,-3.996166,17.570692,high incidence
Mali,335.49,29.51,36.57,22.49,-3.996166,17.570692,high incidence
Mali,306.41,29.38,36.51,22.29,-3.996166,17.570692,high incidence
Mali,353.3,29.33,36.37,22.35,-3.996166,17.570692,high incidence
Mali,350.29,29.1,36.25,22.0,-3.996166,17.570692,high incidence
Mali,369.22,29.4,36.51,22.34,-3.996166,17.570692,high incidence
Mali,321.76,29.78,36.93,22.68,-3.996166,17.570692,high incidence
Vanuatu,2748.0,24.55,28.06,21.1,166.959158,-15.376706,high incidence
Vanuatu,2914.26,24.46,28.02,20.95,166.959158,-15.376706,high incidence
Vanuatu,2633.14,24.49,28.0,21.02,166.959158,-15.376706,high incidence
Vanuatu,2749.56,24.4,27.94,20.9,166.959158,-15.376706,high incidence
Vanuatu,1950.48,24.56,28.15,21.02,166.959158,-15.376706,high incidence
Vanuatu,2763.4,24.52,28.08,21.01,166.959158,-15.376706,high incidence
Vanuatu,2896.17,24.33,27.89,20.81,166.959158,-15.376706,high incidence
Vanuatu,3096.1,24.65,28.21,21.15,166.959158,-15.376706,high incidence
Vanuatu,2829.49,24.45,28.0,20.95,166.959158,-15.376706,high incidence
Vanuatu,2393.41,24.52,28.1,20.98,166.959158,-15.376706,high incidence
Vanuatu,2599.94,24.91,28.5,21.38,166.959158,-15.376706,high incidence
Vanuatu,2912.26,24.38,27.93,20.89,166.959158,-15.376706,high incidence
Vanuatu,2866.06,24.19,27.74,20.68,166.959158,-15.376706,high incidence
Vanuatu,2823.76,24.2,27.77,20.69,166.959158,-15.376706,high incidence
Vanuatu,2765.4,24.2,27.77,20.68,166.959158,-15.376706,low incidence
Vanuatu,2826.2,24.26,27.81,20.75,166.959158,-15.376706,low incidence
Vanuatu,2828.1,24.73,28.31,21.21,166.959158,-15.376706,high incidence
Vanuatu,2825.78,24.67,28.23,21.16,166.959158,-15.376706,low incidence
Vanuatu,2827.75,24.36,27.92,20.85,166.959158,-15.376706,low incidence
Vanuatu,2825.97,24.37,27.93,20.85,166.959158,-15.376706,low incidence
Vanuatu,2826.82,24.73,28.29,21.22,166.959158,-15.376706,low incidence
