country,precipitation,AvMeanSurAirTemp,AvMaxSurAirTemp,AvMinSurAirTemp,longitude,latitude,group
Vanuatu,2829.27,24.66,28.2,21.16,166.959158,-15.376706,low incidence
Cameroon,1628.23,24.56,29.98,19.2,12.354722,7.369722,high incidence
Cameroon,1670.05,24.63,30.02,19.29,12.354722,7.369722,high incidence
Cameroon,1682.35,24.8,30.19,19.46,12.354722,7.369722,high incidence
Cameroon,1662.57,24.85,30.23,19.52,12.354722,7.369722,high incidence
Cameroon,1593.14,24.93,30.32,19.58,12.354722,7.369722,high incidence
Cameroon,1541.89,24.96,30.34,19.63,12.354722,7.369722,high incidence
Cameroon,1682.54,24.87,30.26,19.53,12.354722,7.369722,high incidence
Cameroon,1716.04,24.87,30.27,19.53,12.354722,7.369722,high incidence
Cameroon,1620.15,24.68,30.04,19.37,12.354722,7.369722,high incidence
Cameroon,1569.13,24.99,30.35,19.69,12.354722,7.369722,high incidence
Cameroon,1626.19,25.16,30.41,19.97,12.354722,7.369722,high incidence
Cameroon,1545.38,24.81,30.17,19.5,12.354722,7.369722,high incidence
Cameroon,1653.92,24.77,29.94,19.65,12.354722,7.369722,high incidence
Cameroon,1579.58,24.88,30.06,19.74,12.354722,7.369722,high incidence
Cameroon,1556.88,24.91,29.99,19.88,12.354722,7.369722,high incidence
Cameroon,1465.66,24.94,30.31,19.63,12.354722,7.369722,high incidence
Cameroon,1709.63,25.2,30.41,20.04,12.354722,7.369722,high incidence
Cameroon,1644.44,24.93,29.95,19.96,12.354722,7.369722,high incidence
Cameroon,1556.92,24.93,29.98,19.93,12.354722,7.369722,high incidence
Cameroon,1698.67,24.87,29.9,19.89,12.354722,7.369722,high incidence
Cameroon,1637.55,25.21,30.58,19.89,12.354722,7.369722,high incidence
Cameroon,1679.14,25.2,30.59,19.87,12.354722,7.369722,high incidence
Cabo Verde,265.38,22.39,25.29,19.53,-24.013197,16.002082,low incidence
Cabo Verde,205.07,22.66,25.57,19.8,-24.013197,16.002082,low incidence
Cabo Verde,205.07,22.58,25.49,19.73,-24.013197,16.002082,low incidence
Cabo Verde,199.87,22.55,25.45,19.7,-24.013197,16.002082,low incidence
Cabo Verde,201.98,22.62,25.52,19.76,-24.013197,16.002082,low incidence
Cabo Verde,221.53,22.79,25.7,19.94,-24.013197,16.002082,low incidence
Cabo Verde,205.07,22.55,25.46,19.7,-24.013197,16.002082,low incidence
Cabo Verde,205.07,22.55,25.45,19.69,-24.013197,16.002082,low incidence
Cabo Verde,205.07,22.67,25.57,19.81,-24.013197,16.002082,low incidence
Cabo Verde,205.07,22.42,25.32,19.56,-24.013197,16.002082,low incidence
Cabo Verde,205.07,22.92,25.82,20.07,-24.013197,16.002082,low incidence
Cabo Verde,146.27,22.51,25.41,19.66,-24.013197,16.002082,low incidence
Cabo Verde,167.19,22.56,25.46,19.71,-24.013197,16.002082,low incidence
Cabo Verde,187.75,22.63,25.53,19.78,-24.013197,16.002082,low incidence
Cabo Verde,199.91,22.5,25.41,19.65,-24.013197,16.002082,low incidence
Cabo Verde,198.48,22.59,25.5,19.74,-24.013197,16.002082,low incidence
Cabo Verde,239.29,22.71,25.62,19.86,-24.013197,16.002082,low incidence
Cabo Verde,201.4,22.79,25.7,19.94,-24.013197,16.002082,low incidence
Cabo Verde,205.07,22.27,25.17,19.42,-24.013197,16.002082,low incidence
Cabo Verde,237.8,22.42,25.32,19.57,-24.013197,16.002082,low incidence
Cabo Verde,205.07,22.95,25.85,20.1,-24.013197,16.002082,low incidence
Cabo Verde,205.07,22.76,25.67,19.91,-24.013197,16.002082,low incidence
Cambodia,2019.72,27.09,31.58,22.66,104.990963,12.565679,high incidence
Cambodia,1906.76,27.28,31.78,22.84,104.990963,12.565679,high incidence
Cambodia,1817.18,27.38,31.98,22.84,104.990963,12.565679,high incidence
Cambodia,1776.92,27.3,32.04,22.61,104.990963,12.565679,high incidence
Cambodia,1686.93,27.29,31.95,22.68,104.990963,12.565679,high incidence
Cambodia,1722.67,27.43,31.78,23.13,104.990963,12.565679,high incidence
Cambodia,2030.42,27.42,31.89,22.99,104.990963,12.565679,high incidence
Cambodia,2215.91,27.25,31.71,22.85,104.990963,12.565679,high incidence
Cambodia,1773.94,26.85,31.26,22.5,104.990963,12.565679,high incidence
Cambodia,1859.94,27.24,31.78,22.75,104.990963,12.565679,high incidence
Cambodia,1744.49,27.8,32.26,23.37,104.990963,12.565679,high incidence
Cambodia,2097.42,26.82,31.23,22.45,104.990963,12.565679,high incidence
Cambodia,1817.68,27.7,32.09,23.36,104.990963,12.565679,high incidence
Cambodia,2098.12,27.29,31.66,22.97,104.990963,12.565679,high incidence
Cambodia,1848.17,27.41,31.93,22.94,104.990963,12.565679,high incidence
Cambodia,1658.74,27.8,32.35,23.3,104.990963,12.565679,high incidence
Cambodia,1738.23,27.97,32.41,23.58,104.990963,12.565679,high incidence
Cambodia,2032.33,27.45,31.75,23.2,104.990963,12.565679,high incidence
Cambodia,1770.71,27.47,31.79,23.2,104.990963,12.565679,high incidence
Cambodia,1710.63,27.99,32.59,23.44,104.990963,12.565679,high incidence
Cambodia,1812.06,27.89,32.34,23.5,104.990963,12.565679,low incidence
Cambodia,2081.74,27.44,31.86,23.07,104.990963,12.565679,low incidence
Lao People's Democratic Republic,1854.56,23.83,28.66,19.04,102.495496,19.85627,high incidence
Lao People's Democratic Republic,2091.3,24.06,28.76,19.4,102.495496,19.85627,high incidence
Lao People's Democratic Republic,2145.69,24.11,28.86,19.41,102.495496,19.85627,high incidence
Lao People's Democratic Republic,1628.67,24.11,28.97,19.3,102.495496,19.85627,high incidence
Lao People's Democratic Republic,1762.78,23.87,28.85,18.94,102.495496,19.85627,high incidence
Lao People's Democratic Republic,1911.04,24.24,29.06,19.47,102.495496,19.85627,high incidence
Lao People's Democratic Republic,1915.64,24.2,29.12,19.33,102.495496,19.85627,high incidence
Lao People's Democratic Republic,1857.64,23.91,28.82,19.05,102.495496,19.85627,high incidence
Lao People's Democratic Republic,2129.78,23.53,28.2,18.9,102.495496,19.85627,high incidence
Lao People's Democratic Republic,1667.68,24.15,29.09,19.26,102.495496,19.85627,high incidence
Lao People's Democratic Republic,1777.61,24.67,29.66,19.72,102.495496,19.85627,high incidence
Lao People's Democratic Republic,2192.03,23.43,28.03,18.87,102.495496,19.85627,low incidence
Lao People's Democratic Republic,1867.34,24.51,29.39,19.67,102.495496,19.85627,high incidence
Lao People's Democratic Republic,2066.34,24.11,28.92,19.35,102.495496,19.85627,high incidence
Lao People's Democratic Republic,1555.54,24.28,29.22,19.38,102.495496,19.85627,high incidence
Lao People's Democratic Republic,1567.26,24.71,29.59,19.89,102.495496,19.85627,high incidence
Lao People's Democratic Republic,1902.65,24.64,29.47,19.87,102.495496,19.85627,low incidence
Lao People's Democratic Republic,2070.77,24.18,28.76,19.65,102.495496,19.85627,low incidence
Lao People's Democratic Republic,1888.32,24.17,28.78,19.61,102.495496,19.85627,low incidence
Lao People's Democratic Republic,1459.63,24.89,29.98,19.85,102.495496,19.85627,low incidence
Lao People's Democratic Republic,1548.98,24.72,29.61,19.88,102.495496,19.85627,low incidence
Lao People's Democratic Republic,1739.64,24.34,29.07,19.65,102.495496,19.85627,low incidence
Costa Rica,2660.76,24.4,28.22,20.63,-83.753428,9.748917,low incidence
Costa Rica,2706.39,24.83,28.65,21.06,-83.753428,9.748917,low incidence
Costa Rica,3090.28,24.98,28.8,21.21,-83.753428,9.748917,low incidence
Costa Rica,3287.92,25.03,28.85,21.26,-83.753428,9.748917,low incidence
Costa Rica,3164.49,24.85,28.67,21.08,-83.753428,9.748917,low incidence
Costa Rica,3042.53,24.74,28.56,20.97,-83.753428,9.748917,low incidence
Costa Rica,2910.41,24.91,28.73,21.14,-83.753428,9.748917,low incidence
Costa Rica,3110.07,24.71,28.52,20.94,-83.753428,9.748917,low incidence
Costa Rica,3596.6,24.67,28.49,20.9,-83.753428,9.748917,low incidence
Costa Rica,2740.57,25.07,28.9,21.3,-83.753428,9.748917,low incidence
Costa Rica,3524.34,24.89,28.71,21.12,-83.753428,9.748917,low incidence
Costa Rica,2996.43,24.71,28.53,20.94,-83.753428,9.748917,low incidence
Costa Rica,2188.04,24.73,28.55,20.96,-83.753428,9.748917,low incidence
Costa Rica,2407.54,24.87,28.69,21.1,-83.753428,9.748917,low incidence
Costa Rica,2854.19,25.02,28.84,21.25,-83.753428,9.748917,low incidence
Costa Rica,2714.56,25.11,28.94,21.35,-83.753428,9.748917,low incidence
Costa Rica,2605.28,25.13,28.96,21.36,-83.753428,9.748917,low incidence
Costa Rica,2762.37,24.91,28.72,21.13,-83.753428,9.748917,low incidence
Costa Rica,3337.55,24.51,28.33,20.74,-83.753428,9.748917,low incidence
Costa Rica,3258.41,24.87,28.69,21.1,-83.753428,9.748917,low incidence
Costa Rica,3244.01,25.07,28.89,21.29,-83.753428,9.748917,low incidence
Costa Rica,3107.71,24.89,28.71,21.12,-83.753428,9.748917,low incidence
Panama,2407.58,25.05,28.6,21.55,-80.782127,8.537981,low incidence
Panama,2434.47,25.5,29.05,22.0,-80.782127,8.537981,low incidence
Panama,2499.86,25.66,29.05,22.31,-80.782127,8.537981,low incidence
Panama,2568.08,25.7,28.93,22.52,-80.782127,8.537981,low incidence
Panama,2584.06,25.49,28.74,22.29,-80.782127,8.537981,low incidence
Panama,2415.65,25.48,28.75,22.27,-80.782127,8.537981,low incidence
Panama,2360.07,25.55,28.78,22.37,-80.782127,8.537981,low incidence
Panama,2568.87,25.4,28.69,22.16,-80.782127,8.537981,low incidence
Panama,2570.22,25.18,28.64,21.77,-80.782127,8.537981,low incidence
Panama,2431.5,25.66,29.09,22.28,-80.782127,8.537981,low incidence
Panama,2622.02,25.64,29.1,22.24,-80.782127,8.537981,low incidence
Panama,2582.79,25.42,28.8,22.08,-80.782127,8.537981,low incidence
Panama,2222.72,25.62,28.96,22.34,-80.782127,8.537981,low incidence
Panama,2222.93,25.82,29.21,22.47,-80.782127,8.537981,low incidence
Panama,2438.38,25.96,29.37,22.6,-80.782127,8.537981,low incidence
Panama,2249.65,26.06,29.43,22.74,-80.782127,8.537981,low incidence
Panama,2266.43,26.05,29.44,22.71,-80.782127,8.537981,low incidence
Panama,2364.07,25.63,29.11,22.21,-80.782127,8.537981,low incidence
Panama,2528.57,25.56,29.03,22.16,-80.782127,8.537981,low incidence
Panama,2529.06,25.9,29.38,22.48,-80.782127,8.537981,low incidence
Panama,2517.72,25.89,29.38,22.45,-80.782127,8.537981,low incidence
Panama,2514.31,25.59,29.01,22.22,-80.782127,8.537981,low incidence
Papua New Guinea,3090.09,24.67,29.88,19.51,143.95555,-6.314993,high incidence
Papua New Guinea,3115.16,24.7,29.92,19.53,143.95555,-6.314993,high incidence
Papua New Guinea,3125.46,24.73,29.97,19.55,143.95555,-6.314993,high incidence
Papua New Guinea,3083.44,24.84,30.07,19.65,143.95555,-6.314993,high incidence
Papua New Guinea,3103.81,24.8,30.04,19.62,143.95555,-6.314993,high incidence
Papua New Guinea,3108.21,24.71,29.94,19.53,143.95555,-6.314993,high incidence
Papua New Guinea,3091.06,24.68,29.91,19.5,143.95555,-6.314993,high incidence
Papua New Guinea,3145.17,24.66,29.89,19.48,143.95555,-6.314993,high incidence
Papua New Guinea,3144.23,24.64,29.87,19.46,143.95555,-6.314993,high incidence
Papua New Guinea,3175.69,24.72,29.95,19.53,143.95555,-6.314993,high incidence
Papua New Guinea,3264.12,24.79,30.01,19.61,143.95555,-6.314993,high incidence
Papua New Guinea,3141.78,24.69,29.92,19.5,143.95555,-6.314993,high incidence
Papua New Guinea,3174.98,24.72,29.95,19.54,143.95555,-6.314993,high incidence
Papua New Guinea,3132.46,24.73,29.97,19.55,143.95555,-6.314993,high incidence
Papua New Guinea,3158.28,24.74,29.97,19.55,143.95555,-6.314993,high incidence
Papua New Guinea,3063.56,24.75,29.98,19.57,143.95555,-6.314993,high incidence
Papua New Guinea,3110.86,24.79,30.02,19.61,143.95555,-6.314993,high incidence
Papua New Guinea,3096.4,24.76,29.99,19.58,143.95555,-6.314993,high incidence
Papua New Guinea,3071.95,24.76,29.99,19.57,143.95555,-6.314993,high incidence
Papua New Guinea,3150.87,24.75,29.98,19.57,143.95555,-6.314993,high incidence
Papua New Guinea,3100.5,24.8,30.03,19.62,143.95555,-6.314993,high incidence
Papua New Guinea,3195.4,24.79,30.02,19.61,143.95555,-6.314993,high incidence
Paraguay,1192.53,23.59,29.34,17.88,-58.443832,-23.442503,high incidence
Paraguay,1060.2,24.24,29.97,18.56,-58.443832,-23.442503,high incidence
Paraguay,1211.4,24.37,30.05,18.74,-58.443832,-23.442503,high incidence
Paraguay,1185.91,23.94,29.98,17.94,-58.443832,-23.442503,low incidence
Paraguay,1161.01,23.65,29.55,17.79,-58.443832,-23.442503,low incidence
Paraguay,1010.68,23.74,29.59,17.94,-58.443832,-23.442503,low incidence
Paraguay,1158.66,24.21,30.13,18.34,-58.443832,-23.442503,low incidence
Paraguay,1088.03,23.68,29.49,17.92,-58.443832,-23.442503,low incidence
Paraguay,1059.17,23.66,29.65,17.72,-58.443832,-23.442503,low incidence
Paraguay,1163.77,23.91,29.76,18.12,-58.443832,-23.442503,low incidence
Paraguay,1139.12,23.5,29.36,17.69,-58.443832,-23.442503,low incidence
Paraguay,1150.22,23.76,29.57,18.0,-58.443832,-23.442503,low incidence
Paraguay,1126.51,24.39,30.29,18.53,-58.443832,-23.442503,low incidence
Paraguay,1100.36,23.73,29.61,17.9,-58.443832,-23.442503,low incidence
Paraguay,1371.42,24.48,29.95,19.06,-58.443832,-23.442503,low incidence
Paraguay,1420.56,24.56,29.85,19.32,-58.443832,-23.442503,low incidence
Paraguay,1262.06,23.55,29.14,18.02,-58.443832,-23.442503,low incidence
Paraguay,1209.33,24.35,29.96,18.8,-58.443832,-23.442503,low incidence
Paraguay,1251.73,23.74,29.46,18.07,-58.443832,-23.442503,low incidence
Paraguay,1121.85,24.25,29.84,18.7,-58.443832,-23.442503,low incidence
Paraguay,906.65,24.62,30.82,18.49,-58.443832,-23.442503,low incidence
Paraguay,970.67,24.01,30.02,18.05,-58.443832,-23.442503,low incidence
Dominican Republic,1534.19,24.34,30.03,18.7,-70.162651,18.735693,low incidence
Dominican Republic,1566.86,24.58,30.3,18.9,-70.162651,18.735693,low incidence
Dominican Republic,1453.27,24.72,30.39,19.1,-70.162651,18.735693,low incidence
Dominican Republic,1726.89,24.7,30.33,19.12,-70.162651,18.735693,low incidence
Dominican Republic,1467.49,24.39,29.97,18.87,-70.162651,18.735693,low incidence
Dominican Republic,1627.25,24.41,30.04,18.84,-70.162651,18.735693,low incidence
Dominican Republic,1525.86,24.57,30.26,18.93,-70.162651,18.735693,low incidence
Dominican Republic,1641.84,24.33,30.09,18.61,-70.162651,18.735693,low incidence
Dominican Republic,1510.04,23.95,29.54,18.4,-70.162651,18.735693,low incidence
Dominican Republic,1525.28,24.31,30.07,18.6,-70.162651,18.735693,low incidence
Dominican Republic,1478.51,24.32,30.14,18.55,-70.162651,18.735693,low incidence
Dominican Republic,1530.66,23.93,29.82,18.09,-70.162651,18.735693,low incidence
Dominican Republic,1714.68,24.4,29.92,18.94,-70.162651,18.735693,low incidence
Dominican Republic,1305.4,24.53,30.18,18.92,-70.162651,18.735693,low incidence
Dominican Republic,1340.17,24.82,30.52,19.17,-70.162651,18.735693,low incidence
Dominican Republic,1475.77,25.1,30.88,19.37,-70.162651,18.735693,low incidence
Dominican Republic,1865.69,24.93,30.59,19.32,-70.162651,18.735693,low incidence
Dominican Republic,1561.04,24.74,30.45,19.07,-70.162651,18.735693,low incidence
Dominican Republic,1302.19,24.61,30.23,19.04,-70.162651,18.735693,low incidence
Dominican Republic,1262.7,24.91,30.63,19.23,-70.162651,18.735693,low incidence
Dominican Republic,1346.01,24.91,30.74,19.14,-70.162651,18.735693,low incidence
Dominican Republic,1457.18,24.75,30.58,18.97,-70.162651,18.735693,low incidence
Ecuador,2117.39,20.84,26.89,14.85,-78.183406,-1.831239,high incidence
Ecuador,1800.6,20.98,27.02,14.98,-78.183406,-1.831239,high incidence
Ecuador,2186.95,21.48,27.42,15.59,-78.183406,-1.831239,high incidence
Ecuador,2448.67,21.33,27.31,15.39,-78.183406,-1.831239,high incidence
Ecuador,1801.81,21.34,27.22,15.5,-78.183406,-1.831239,high incidence
Ecuador,1493.1,21.21,27.11,15.36,-78.183406,-1.831239,high incidence
Ecuador,1792.52,21.31,27.22,15.45,-78.183406,-1.831239,high incidence
Ecuador,1905.75,20.79,26.76,14.87,-78.183406,-1.831239,high incidence
Ecuador,2411.83,21.08,27.03,15.19,-78.183406,-1.831239,high incidence
Ecuador,1729.9,21.61,27.61,15.65,-78.183406,-1.831239,low incidence
Ecuador,2499.3,21.36,27.39,15.38,-78.183406,-1.831239,low incidence
Ecuador,2190.99,21.16,27.14,15.22,-78.183406,-1.831239,low incidence
Ecuador,2338.25,21.37,27.34,15.45,-78.183406,-1.831239,low incidence
Ecuador,1998.59,21.12,27.05,15.22,-78.183406,-1.831239,low incidence
Ecuador,2020.37,21.65,27.61,15.73,-78.183406,-1.831239,low incidence
Ecuador,2616.13,22.14,28.1,16.23,-78.183406,-1.831239,low incidence
Ecuador,1988.37,21.96,27.88,16.09,-78.183406,-1.831239,low incidence
Ecuador,2576.35,21.76,27.69,15.87,-78.183406,-1.831239,low incidence
Ecuador,1752.93,21.53,27.49,15.62,-78.183406,-1.831239,low incidence
Ecuador,2387.43,22.0,27.96,16.08,-78.183406,-1.831239,low incidence
Ecuador,2074.29,21.81,27.85,15.82,-78.183406,-1.831239,low incidence
Ecuador,2005.26,21.42,27.41,15.47,-78.183406,-1.831239,low incidence
El Salvador,1686.79,24.83,31.12,18.59,-88.89653,13.794185,low incidence
El Salvador,1632.11,25.19,31.49,18.93,-88.89653,13.794185,low incidence
El Salvador,1551.67,25.36,31.65,19.12,-88.89653,13.794185,low incidence
El Salvador,1614.67,25.43,31.72,19.18,-88.89653,13.794185,low incidence
El Salvador,1678.61,25.33,31.64,19.08,-88.89653,13.794185,low incidence
El Salvador,1765.38,25.23,31.53,18.98,-88.89653,13.794185,low incidence
El Salvador,1916.22,25.24,31.53,19.01,-88.89653,13.794185,low incidence
El Salvador,1662.87,25.15,31.43,18.92,-88.89653,13.794185,low incidence
El Salvador,1991.1,25.12,31.4,18.88,-88.89653,13.794185,low incidence
El Salvador,1453.16,25.5,31.81,19.24,-88.89653,13.794185,low incidence
El Salvador,1769.47,25.08,31.39,18.82,-88.89653,13.794185,low incidence
El Salvador,1748.13,25.2,31.5,18.95,-88.89653,13.794185,low incidence
El Salvador,1648.13,25.3,31.61,19.06,-88.89653,13.794185,low incidence
El Salvador,1953.69,25.28,31.57,19.04,-88.89653,13.794185,low incidence
El Salvador,1489.0,25.37,31.68,19.11,-88.89653,13.794185,low incidence
El Salvador,1604.86,25.7,32.01,19.44,-88.89653,13.794185,low incidence
El Salvador,1677.41,25.74,32.03,19.5,-88.89653,13.794185,low incidence
El Salvador,1693.23,25.56,31.9,19.27,-88.89653,13.794185,low incidence
El Salvador,1574.04,25.03,31.33,18.78,-88.89653,13.794185,low incidence
El Salvador,1379.17,25.5,31.81,19.23,-88.89653,13.794185,low incidence
El Salvador,1708.4,25.78,32.07,19.54,-88.89653,13.794185,low incidence
Namibia,318.07,20.26,27.77,12.79,18.49041,-22.95764,high incidence
Namibia,289.69,20.25,27.87,12.68,18.49041,-22.95764,high incidence
Namibia,291.61,20.23,27.89,12.63,18.49041,-22.95764,high incidence
Namibia,283.68,20.45,27.98,12.97,18.49041,-22.95764,high incidence
Namibia,287.51,20.61,28.11,13.17,18.49041,-22.95764,high incidence
Namibia,264.2,20.65,28.18,13.17,18.49041,-22.95764,high incidence
Namibia,424.54,20.32,27.83,12.86,18.49041,-22.95764,high incidence
Namibia,275.99,20.36,27.9,12.86,18.49041,-22.95764,high incidence
Namibia,283.2,20.47,27.97,13.02,18.49041,-22.95764,low incidence
Namibia,348.07,20.79,28.27,13.36,18.49041,-22.95764,low incidence
Namibia,276.34,20.68,28.22,13.19,18.49041,-22.95764,low incidence
Namibia,349.98,20.25,27.8,12.75,18.49041,-22.95764,low incidence
Namibia,312.16,20.33,27.9,12.81,18.49041,-22.95764,low incidence
Namibia,245.31,20.53,28.1,13.01,18.49041,-22.95764,low incidence
Namibia,329.94,20.75,28.27,13.27,18.49041,-22.95764,high incidence
Namibia,231.51,21.04,28.63,13.51,18.49041,-22.95764,low incidence
Namibia,246.44,20.93,28.52,13.39,18.49041,-22.95764,high incidence
Namibia,291.73,20.46,28.09,12.89,18.49041,-22.95764,high incidence
Namibia,287.94,20.31,27.86,12.82,18.49041,-22.95764,high incidence
Namibia,282.6,20.73,28.31,13.19,18.49041,-22.95764,low incidence
Namibia,289.64,20.31,27.8,12.85,18.49041,-22.95764,high incidence
Namibia,278.68,20.12,27.62,12.66,18.49041,-22.95764,high incidence
Nepal,1399.14,13.99,20.14,7.88,84.124008,28.394857,low incidence
Nepal,1349.06,14.31,20.63,8.03,84.124008,28.394857,low incidence
Nepal,1363.25,14.28,20.59,8.01,84.124008,28.394857,high incidence
Nepal,1356.78,14.2,20.51,7.92,84.124008,28.394857,low incidence
Nepal,1321.7,14.4,20.79,8.05,84.124008,28.394857,low incidence
Nepal,1078.36,14.26,20.44,8.11,84.124008,28.394857,low incidence
Nepal,1192.26,14.7,20.92,8.52,84.124008,28.394857,low incidence
Nepal,1220.32,14.59,20.98,8.24,84.124008,28.394857,low incidence
Nepal,1369.39,14.19,20.34,8.08,84.124008,28.394857,low incidence
Nepal,1083.91,14.91,21.4,8.45,84.124008,28.394857,low incidence
Nepal,1286.27,14.94,21.33,8.6,84.124008,28.394857,low incidence
Nepal,1656.02,14.21,20.4,8.06,84.124008,28.394857,low incidence
Nepal,1311.58,14.1,20.39,7.85,84.124008,28.394857,low incidence
Nepal,1337.49,13.98,20.19,7.81,84.124008,28.394857,low incidence
Nepal,732.86,14.06,20.26,7.9,84.124008,28.394857,low incidence
Nepal,1300.03,14.08,20.33,7.87,84.124008,28.394857,low incidence
Nepal,1319.75,14.77,21.04,8.55,84.124008,28.394857,low incidence
Nepal,1288.91,14.53,20.67,8.43,84.124008,28.394857,low incidence
Nepal,1290.34,14.26,20.37,8.18,84.124008,28.394857,low incidence
Nepal,1212.42,14.08,20.14,8.05,84.124008,28.394857,low incidence
Nepal,1300.87,13.89,20.01,7.8,84.124008,28.394857,low incidence
Nepal,1365.81,14.29,20.39,8.23,84.124008,28.394857,low incidence
Gambia,1007.73,28.07,35.28,20.91,-15.310139,13.443182,high incidence
Gambia,875.02,28.51,35.82,21.25,-15.310139,13.443182,high incidence
Gambia,679.86,28.47,35.73,21.27,-15.310139,13.443182,high incidence
Gambia,1088.89,28.4,35.56,21.31,-15.310139,13.443182,high incidence
Gambia,841.33,28.47,35.81,21.18,-15.310139,13.443182,high incidence
Gambia,1186.28,28.69,36.0,21.44,-15.310139,13.443182,high incidence
Gambia,1013.99,28.38,35.74,21.07,-15.310139,13.443182,high incidence
Gambia,903.65,28.45,35.83,21.11,-15.310139,13.443182,high incidence
Gambia,1172.24,28.45,35.79,21.15,-15.310139,13.443182,high incidence
Gambia,1111.46,28.09,35.38,20.85,-15.310139,13.443182,high incidence
Gambia,1192.98,28.86,36.16,21.62,-15.310139,13.443182,high incidence
Gambia,897.69,28.34,35.78,20.95,-15.310139,13.443182,high incidence
Gambia,1238.28,28.33,35.55,21.17,-15.310139,13.443182,high incidence
Gambia,1038.67,28.44,35.64,21.29,-15.310139,13.443182,high incidence
Gambia,955.89,28.41,35.59,21.29,-15.310139,13.443182,high incidence
Gambia,1034.65,28.57,35.79,21.4,-15.310139,13.443182,high incidence
Gambia,1030.34,28.8,36.04,21.6,-15.310139,13.443182,high incidence
Gambia,1033.63,28.82,36.18,21.5,-15.310139,13.443182,high incidence
Gambia,921.61,28.23,35.53,20.99,-15.310139,13.443182,high incidence
Gambia,984.66,28.25,35.62,20.95,-15.310139,13.443182,high incidence
Gambia,1050.48,29.06,36.39,21.77,-15.310139,13.443182,high incidence
Gambia,1004.21,29.03,36.27,21.84,-15.310139,13.443182,high incidence
Togo,1126.1,27.19,32.9,21.52,0.824782,8.619543,high incidence
Togo,939.09,27.35,32.97,21.79,0.824782,8.619543,high incidence
Togo,1188.39,27.38,32.9,21.91,0.824782,8.619543,high incidence
Togo,1372.88,27.45,32.95,22.0,0.824782,8.619543,high incidence
Togo,1232.91,27.28,32.61,22.0,0.824782,8.619543,high incidence
Togo,1139.78,27.6,32.92,22.33,0.824782,8.619543,high incidence
Togo,1136.1,27.5,32.95,22.09,0.824782,8.619543,high incidence
Togo,1343.74,27.45,32.93,22.02,0.824782,8.619543,high incidence
Togo,1386.09,27.17,32.69,21.7,0.824782,8.619543,high incidence
Togo,1313.28,27.5,32.91,22.14,0.824782,8.619543,high incidence
Togo,1393.65,27.78,33.22,22.39,0.824782,8.619543,high incidence
Togo,1200.99,27.46,32.96,22.02,0.824782,8.619543,high incidence
Togo,1203.49,27.27,32.66,21.94,0.824782,8.619543,high incidence
Togo,1088.85,27.42,32.92,21.97,0.824782,8.619543,high incidence
Togo,1269.09,27.6,32.94,22.31,0.824782,8.619543,high incidence
Togo,1092.12,27.66,33.14,22.24,0.824782,8.619543,high incidence
Togo,1137.44,27.88,33.27,22.54,0.824782,8.619543,high incidence
Togo,1134.33,27.7,33.19,22.25,0.824782,8.619543,high incidence
Togo,1294.23,27.66,33.02,22.35,0.824782,8.619543,high incidence
Togo,1478.49,27.54,32.98,22.14,0.824782,8.619543,high incidence
Togo,1180.35,27.81,33.21,22.46,0.824782,8.619543,high incidence
Togo,1220.43,28.04,33.51,22.62,0.824782,8.619543,high incidence
Timor-Leste,1351.16,24.21,28.87,19.6,125.727539,-8.874217,high incidence
Timor-Leste,1164.89,24.47,29.19,19.8,125.727539,-8.874217,high incidence
Timor-Leste,1240.67,24.72,29.52,19.97,125.727539,-8.874217,high incidence
Timor-Leste,1380.29,24.86,29.59,20.18,125.727539,-8.874217,high incidence
Timor-Leste,1355.64,24.51,29.2,19.88,125.727539,-8.874217,high incidence
Timor-Leste,1136.87,24.79,29.65,19.98,125.727539,-8.874217,high incidence
Timor-Leste,1289.34,23.95,28.8,19.16,125.727539,-8.874217,high incidence
Timor-Leste,1239.71,24.2,29.07,19.39,125.727539,-8.874217,high incidence
Timor-Leste,1305.97,24.27,29.15,19.45,125.727539,-8.874217,high incidence
Timor-Leste,1230.19,24.46,29.32,19.65,125.727539,-8.874217,high incidence
Timor-Leste,1421.18,24.55,29.4,19.76,125.727539,-8.874217,high incidence
Timor-Leste,1590.5,24.1,28.96,19.29,125.727539,-8.874217,high incidence
Timor-Leste,1381.22,24.36,29.22,19.55,125.727539,-8.874217,low incidence
Timor-Leste,1569.82,24.8,29.67,19.99,125.727539,-8.874217,low incidence
Timor-Leste,1358.14,24.65,29.5,19.86,125.727539,-8.874217,low incidence
Timor-Leste,1288.38,24.65,29.53,19.83,125.727539,-8.874217,low incidence
Timor-Leste,1252.79,25.2,30.06,20.39,125.727539,-8.874217,low incidence
Timor-Leste,1387.11,24.78,29.63,19.97,125.727539,-8.874217,low incidence
Timor-Leste,1062.54,24.74,29.6,19.91,125.727539,-8.874217,low incidence
Timor-Leste,909.05,24.78,29.64,19.98,125.727539,-8.874217,low incidence
Timor-Leste,972.62,24.98,29.84,20.17,125.727539,-8.874217,low incidence
Timor-Leste,898.77,24.9,29.75,20.09,125.727539,-8.874217,low incidence
Djibouti,275.5,28.27,33.65,22.94,42.590275,11.825138,low incidence
Djibouti,240.39,28.35,33.74,23.0,42.590275,11.825138,low incidence
Djibouti,185.57,28.88,34.25,23.58,42.590275,11.825138,low incidence
