iter	Logloss
235	0.16157186
236	0.1612010343
237	0.1608372325
238	0.1603947661
239	0.159994597
240	0.159624838
241	0.1591703549
242	0.1586863066
243	0.1578746493
244	0.1574981218
245	0.1573611122
246	0.15693519
247	0.1565724262
248	0.1562290669
249	0.1559366223
250	0.1554939777
251	0.1551424084
252	0.1545972684
253	0.1542292469
254	0.1538682212
255	0.1534912824
256	0.1531468861
257	0.1528326792
258	0.152045053
259	0.1512794635
260	0.1509094507
261	0.1506711962
262	0.150441937
263	0.1498283122
264	0.149533856
265	0.1491345599
266	0.1488555476
267	0.1485959297
268	0.1481984684
269	0.1477174768
270	0.1474449719
271	0.1468127291
272	0.1465781218
273	0.1463592938
274	0.1459814478
275	0.1457021066
276	0.1454339568
277	0.1447034636
278	0.1443664932
279	0.1438141974
280	0.1431766687
281	0.1427427718
282	0.1425336171
283	0.1422708676
284	0.1420444252
285	0.1417428391
286	0.1414734025
287	0.1411537008
288	0.1408654327
289	0.140301655
290	0.1399554573
291	0.1395839705
292	0.139187921
293	0.1386234072
294	0.1384145421
295	0.1382398722
296	0.1379851369
297	0.1377746505
298	0.1375054278
299	0.1372778579
300	0.1368345924
301	0.1365975214
302	0.1363489513
303	0.1360251814
304	0.1356971025
305	0.1353712574
306	0.1351763086
307	0.1349582246
308	0.1347135559
309	0.1344384756
310	0.134166863
311	0.1339620793
312	0.1337526684
313	0.1334229605
314	0.1331581326
315	0.13285642
316	0.1327467283
317	0.132438601
318	0.1321709897
319	0.1316463436
320	0.1313919135
321	0.1309391824
322	0.1304735375
323	0.1300886754
324	0.1298138839
325	0.1294454906
326	0.1291192746
327	0.1288686622
328	0.1283445035
329	0.1281468452
330	0.1279459804
331	0.127737152
332	0.1275093708
333	0.127182721
334	0.1269117904
335	0.1267196163
336	0.1265100314
337	0.1263176384
338	0.1261070921
339	0.1257795253
340	0.1256438207
341	0.1254817195
342	0.1251698783
343	0.124980167
344	0.1246223219
345	0.1244196033
346	0.1242097055
347	0.1239937519
348	0.123866246
349	0.1236891558
350	0.1234205981
351	0.1232476554
352	0.1230675355
353	0.1227891102
354	0.1225821176
355	0.1223786264
356	0.1222204146
357	0.1220081351
358	0.1218553632
359	0.1215135819
360	0.1212813861
361	0.1210069662
362	0.1206538478
363	0.1205532789
364	0.1203445621
365	0.1201099479
366	0.1198719727
367	0.1197014896
368	0.1195935739
369	0.119382859
370	0.1191709542
371	0.1188343376
372	0.1186711328
373	0.1184845161
374	0.1182617849
375	0.1179671887
376	0.1178143624
377	0.1175940612
378	0.1174241856
379	0.1172986121
380	0.1171050915
381	0.1169815235
382	0.1167758105
383	0.1166332812
384	0.1164541765
385	0.1161214259
386	0.1159297735
387	0.1158035341
388	0.1155980836
389	0.1153287373
390	0.1149766078
391	0.1147145488
392	0.1144613522
393	0.1142022097
394	0.1139926168
395	0.1137621074
396	0.1135375255
397	0.1131716001
398	0.1130023336
399	0.1126796255
400	0.1123615231
401	0.1121851699
402	0.1120641305
403	0.1118892204
404	0.1118068573
405	0.1116240879
406	0.1113945034
407	0.1111291702
408	0.1110200017
409	0.1108702055
410	0.1106598869
411	0.1104862086
412	0.1103011097
413	0.110162445
414	0.1099877767
415	0.1097613363
416	0.1095497378
417	0.1093552675
418	0.1091504646
419	0.1088425586
420	0.1086730095
421	0.1084610294
422	0.1083402684
423	0.1082064794
424	0.1080865619
425	0.1078806497
426	0.1076702927
427	0.1075040984
428	0.1073051468
429	0.1071729516
430	0.1070626831
431	0.1068651441
432	0.1065000425
433	0.10635535
434	0.106094636
435	0.1059398679
436	0.1057129591
437	0.1055903628
438	0.1054163399
439	0.1052341481
440	0.1050442983
441	0.1049090562
442	0.1046825287
443	0.1045165813
444	0.1043782988
445	0.1042300688
446	0.104152293
447	0.1039870365
448	0.1038537812
449	0.1037456854
450	0.1036160699
451	0.103418427
452	0.1033230922
453	0.1030990961
454	0.1029847739
455	0.1027548391
456	0.1025817798
457	0.102412532
458	0.1022745269
459	0.1020752001
460	0.1019690074
461	0.1017329936
462	0.1015557335
463	0.1014602333
464	0.1012939774
465	0.1011569298
466	0.1009535617
467	0.1008210272
468	0.1006867568
469	0.1005157897
470	0.1003951564
471	0.1002660544
472	0.1001528071
473	0.09993752199
474	0.09983794029
475	0.09971881388
476	0.09944876419
477	0.09912792558
478	0.09903912043
479	0.09888983364
480	0.09870291535
481	0.09851328436
482	0.09840667219
483	0.09826825132
484	0.09810223199
485	0.09800711782
486	0.09788527094
487	0.0978117792
488	0.0976471764
489	0.09748083418
490	0.09733315246
491	0.09722467403
492	0.0969959127
493	0.09690937829
494	0.09664604007
495	0.09634613486
496	0.09623881652
497	0.09611257633
498	0.09599920383
499	0.09578583203
500	0.09569162426
501	0.09557126641
502	0.09540594085
503	0.09525906117
504	0.09511263483
505	0.09490393425
506	0.094764816
507	0.0946031708
508	0.09445899444
509	0.094300596
510	0.09410018269
511	0.09395875709
512	0.09384869549
513	0.093714724
514	0.09359512724
515	0.09348631525
516	0.09333169287
517	0.09321599298
518	0.0930369154
519	0.09277169664
520	0.09257536254
521	0.09237318849
522	0.09227069964
523	0.09218373048
524	0.09205739703
525	0.09187491197
526	0.09170962259
527	0.09161021113
528	0.09148985486
529	0.09137993554
530	0.0912170994
531	0.09104562051
532	0.09096858291
533	0.09088926967
534	0.09077982704
535	0.09066043886
536	0.09055844357
537	0.09042070566
538	0.09027843003
539	0.0901849391
540	0.09006071422
541	0.08994045828
542	0.08978237711
543	0.08964347695
544	0.08952331846
545	0.08940326577
546	0.08930391873
547	0.08915247047
548	0.08900693668
549	0.0888028289
550	0.08864676275
551	0.08845612245
552	0.0883669993
553	0.08828177331
554	0.08815349965
555	0.08798212036
556	0.08776639133
557	0.08764416232
558	0.08747659254
559	0.08735001837
560	0.0872676557
561	0.08717702118
562	0.08703333377
563	0.08689598982
564	0.08678628917
565	0.08659277343
566	0.08647723267
567	0.08638169486
568	0.0863064183
569	0.0862099813
570	0.08607884474
571	0.08593500006
572	0.08578394532
573	0.0856620549
574	0.0855615632
575	0.08542757787
576	0.08530814775
577	0.08523602713
578	0.0851204427
579	0.08498787001
580	0.08479794409
581	0.08468822859
582	0.08453802748
583	0.08442201508
584	0.08433724199
585	0.08422714436
586	0.08408213527
587	0.08401025394
588	0.08390372999
589	0.08368390734
590	0.08357629378
591	0.08342975428
592	0.08328728362
593	0.08320175938
594	0.08308120636
595	0.08295504978
596	0.08283488984
597	0.0826724625
598	0.08248236318
599	0.08235291457
600	0.08222369415
601	0.0821032847
602	0.08198393184
603	0.08177975905
604	0.08168055775
605	0.08155853558
606	0.08146793393
607	0.08135788544
608	0.08115856982
609	0.0810491145
610	0.08094598621
611	0.08083697544
612	0.08068706811
613	0.08061394942
614	0.08054174405
615	0.08038771945
616	0.08030527809
617	0.0801548534
618	0.08006543289
619	0.07998048567
620	0.0798084671
621	0.07968225142
622	0.07957184142
623	0.07943199854
624	0.07933605899
625	0.07924335914
626	0.07912462164
627	0.07899624462
628	0.07886913624
629	0.07878390592
630	0.0786575386
631	0.07857068793
632	0.07841259638
633	0.07827239832
634	0.0781038224
635	0.07802361459
636	0.07790003434
637	0.07781301026
638	0.07768040297
639	0.07756299955
640	0.07746140585
641	0.07736972079
642	0.07720720826
643	0.07710570911
644	0.07699160708
645	0.07685554792
646	0.07676232812
647	0.07659517839
648	0.07649176527
649	0.07636952184
650	0.07625459385
651	0.07615611718
652	0.07604847825
653	0.07590655044
654	0.07581147865
655	0.07571700522
656	0.07562997292
657	0.07555992961
658	0.07547635899
659	0.07537403764
660	0.07525816909
661	0.07503106905
662	0.07489935461
663	0.07478025026
664	0.07468303847
665	0.07457776225
666	0.07447449342
667	0.07437831401
668	0.07427628715
669	0.07414822423
670	0.07405262299
671	0.07394890759
672	0.07380801086
673	0.07374268777
674	0.07363944402
675	0.07356699015
676	0.0734638829
677	0.07336283725
678	0.07327280958
679	0.07298887929
680	0.07290009475
681	0.07283835976
682	0.0726881722
683	0.07261951183
684	0.07252425885
685	0.07243250373
686	0.07233295331
687	0.07224191114
688	0.07217902659
689	0.07205499026
690	0.07193821777
691	0.0718395759
692	0.07173388584
693	0.07163084087
694	0.07154090575
695	0.07144220017
696	0.07133124169
697	0.07122998947
698	0.07114841716
699	0.07107330983
700	0.07098619508
701	0.07090604349
702	0.07080661962
703	0.07074426567
704	0.07065689679
705	0.0705466935
706	0.07047397194
707	0.07038552037
708	0.07029025572
709	0.07021057966
710	0.07012084678
711	0.06990398447
712	0.0697993435
713	0.0697184644
714	0.06966232432
715	0.06957256938
716	0.06948979071
717	0.06941638849
718	0.06930180645
719	0.06924765689
720	0.06910931257
721	0.06904949271
722	0.06885116074
723	0.06872736961
724	0.06865883335
725	0.06854603916
726	0.06842826946
727	0.06836475499
728	0.0682718516
729	0.06810016629
730	0.06802811646
731	0.06793168522
732	0.06787188901
733	0.06779130093
734	0.06769293684
735	0.06758197158
736	0.0674969804
737	0.06735661831
738	0.06727884413
739	0.0671911476
740	0.06708656675
741	0.06700432949
742	0.06687026214
743	0.06676496416
744	0.06663452224
745	0.06656370962
746	0.06651415444
747	0.06645033221
748	0.06634826859
749	0.0662805962
750	0.06620178935
751	0.06612722286
752	0.06605620742
753	0.06597894783
754	0.0658993561
755	0.06578721403
756	0.06571880563
757	0.06567270277
758	0.06559639715
759	0.06554954285
760	0.0655017013
761	0.06538780641
762	0.06531864426
763	0.06524137935
764	0.06511593384
765	0.06500933911
766	0.06496300562
767	0.064895803
768	0.06480892682
769	0.06472181193
770	0.06463673296
771	0.06456080904
772	0.06449207602
773	0.06434285381
774	0.06429767767
775	0.06423118945
776	0.0641572425
777	0.0640635009
778	0.06398348782
779	0.06391357511
780	0.06381189174
781	0.06376757083
782	0.06366249223
783	0.06361024527
784	0.06356466249
785	0.06345767439
786	0.06334625421
787	0.06321839813
788	0.06315776962
789	0.06302006155
790	0.06295751185
791	0.06290832612
792	0.06282939847
793	0.06275088236
794	0.06270847341
795	0.06262416231
796	0.06255331322
797	0.06249023781
798	0.06240339896
799	0.06233559655
800	0.0622051418
801	0.06213932761
802	0.06208110158
803	0.06198302333
804	0.06190512028
805	0.06175434344
806	0.06166861712
807	0.06156226758
808	0.0615164595
809	0.06140855535
810	0.06128424269
811	0.06124486182
812	0.0612056659
813	0.06113696372
814	0.06105635489
815	0.06096679643
816	0.06089400049
817	0.06080631117
818	0.06067354345
819	0.06060966269
820	0.06057117625
821	0.06051210308
822	0.06034149094
823	0.06027475853
824	0.06021164248
825	0.06014045046
826	0.06006375809
827	0.05995846674
828	0.05987963019
829	0.05982048739
830	0.05978005469
831	0.05968421532
832	0.05961622004
833	0.05945314534
834	0.05933106436
835	0.05920055296
836	0.05905601566
837	0.05898502617
838	0.05888540684
839	0.05882776288
840	0.05877256393
841	0.05870831013
842	0.05867110299
843	0.05857426123
844	0.05847519643
845	0.05837862624
846	0.05827333921
847	0.05821359403
848	0.05812402634
849	0.05805596533
850	0.05799205978
851	0.0579388169
852	0.05788493171
853	0.05782852395
854	0.0577103221
855	0.05764234311
856	0.05759109263
857	0.05753588561
858	0.05749970019
859	0.0573848202
860	0.05732917267
861	0.05727598976
862	0.05721882696
863	0.05717356591
864	0.05712101278
865	0.05705783632
866	0.0569977054
867	0.05692423457
868	0.05687283345
869	0.05679687047
870	0.05675511493
871	0.05667536968
872	0.05658635378
873	0.05654535443
874	0.05651022359
875	0.05645931027
876	0.05639042488
877	0.05629465744
878	0.05624112036
879	0.05618257476
880	0.05609666883
881	0.05600445057
882	0.05596974135
883	0.05588222775
884	0.05581022491
885	0.05573517495
886	0.05565661574
887	0.0555807796
888	0.05551997537
889	0.05537771689
890	0.05527940756
891	0.05524472991
892	0.05516092074
893	0.0550762069
894	0.05499550221
895	0.05494170941
896	0.05481204185
897	0.05475120115
898	0.05470252397
899	0.05463924143
900	0.05458605736
901	0.05455573092
902	0.05449394159
903	0.05442709545
904	0.05435413447
905	0.0542848423
906	0.05423662135
907	0.0541761537
908	0.05413726278
909	0.05405496196
910	0.05398492384
911	0.05391304438
912	0.05383636384
913	0.05378254207
914	0.05373539011
915	0.05367704703
916	0.05363498907
917	0.05354588453
918	0.05347271107
919	0.05339958287
920	0.05329586272
921	0.05322993566
922	0.05314146651
923	0.05306485948
924	0.05297787489
925	0.05289484555
926	0.05280248905
927	0.0527076737
928	0.05266111332
929	0.05262921295
930	0.05257724462
931	0.05253176836
932	0.05247101083
933	0.05243128156
934	0.05237441311
935	0.05231248078
936	0.05224948869
937	0.05216797678
938	0.05215192735
939	0.05208640548
940	0.05202088564
941	0.05192934242
942	0.05186876579
943	0.05183183412
944	0.05176943144
945	0.05172188957
946	0.05167766595
947	0.05160202023
948	0.05149425301
949	0.05142776522
950	0.05139152675
951	0.05135484128
952	0.05131041081
953	0.05125367886
954	0.05118023254
955	0.05113324909
956	0.05108017111
957	0.05100811594
958	0.05094432831
959	0.05089607031
960	0.05081610596
961	0.05078673204
962	0.05072775934
963	0.05068230672
964	0.05063914128
965	0.05057591985
966	0.0504840833
967	0.05042693188
968	0.05034906631
969	0.05028581936
970	0.05023873789
971	0.05016562426
972	0.05010872005
973	0.05008244961
974	0.05002139197
975	0.0499631472
976	0.04991768926
977	0.04987598864
978	0.04985023121
979	0.04981622255
980	0.04974743965
981	0.04970804783
982	0.04964842502
983	0.04960165462
984	0.04951358505
985	0.04943515196
986	0.04935771076
987	0.04930295621
988	0.0492542874
989	0.04919582324
990	0.04912922316
991	0.04908718697
992	0.0490038382
993	0.04894393243
994	0.04887887673
995	0.04882329551
996	0.04875355995
997	0.04871247714
998	0.04867840808
999	0.04865443245
